DATE,FFR,BOK,TB3Y,TB10Y,CD,USD,A_SP,A_CP,A_AUM,A_VOL,A_NAV,B_SP,B_CP,B_AUM,B_VOL,B_NAV,C_SP,C_CP,C_AUM,C_VOL,C_NAV,D_SP,D_CP,D_AUM,D_VOL,D_NAV,E_SP,E_CP,E_AUM,E_VOL,E_NAV,F_SP,F_CP,F_AUM,F_VOL,F_NAV,G_SP,G_CP,G_AUM,G_VOL,G_NAV
2022-07-14,1.750,2.250,3.249,3.271,2.580,"1,305.90","103,410","103,410","1,321,476","941,485",103373.38,"56,470","56,330","114,237",731,56401.19,"103,490","103,580","199,288",50,103510.43,"110,840","111,210","403,692","13,982",111433.46,"52,210","52,180","13,254",33,52067.55,"30,590","30,710","5,251,410","5,896,627",30702.06,"5,065","5,035","910,832","44,910,626",5040.3
2022-07-13,1.750,2.250,3.210,3.295,2.570,"1,312.90","103,405","103,405","1,319,138","2,442,770",103392.2,"56,365","56,500","114,582","2,961",56446.88,"103,625","103,370","211,392",81,103394.84,"110,915","111,350","404,201","28,967",111233.71,"52,305","52,135","13,242",10,52133.61,"30,735","30,820","5,219,367","6,840,518",30825.97,"5,035","5,020","910,126","43,983,831",5018.77
2022-07-12,1.750,1.750,3.270,3.335,2.140,"1,300.60","103,395","103,410","1,319,201","2,339,092",103399.63,"56,245","56,295","114,166",741,56334.8,"103,795","103,735","310,271",9,103661.2,"110,495","110,690","390,736","13,081",110855.58,"52,490","52,395","13,308",8,52371.28,"30,830","30,660","5,146,281","5,551,637",30670.15,"5,020","5,050","897,890","37,809,465",5057.53
2022-07-11,1.750,1.750,3.320,3.385,2.120,"1,299.30","103,415","103,400","1,318,970","1,350,463",103400.64,"56,225","56,245","114,740","9,581",56251.79,"103,925","103,780","319,642","121,045",103795.99,"110,260","110,550","390,242","14,979",110422.26,"52,600","52,465","13,326",40,52479.99,"31,200","30,955","5,200,440","6,570,561",30997.01,"4,960","5,005","914,414","36,803,708",4999.96
2022-07-08,1.750,1.750,3.316,3.360,2.050,"1,302.70","103,420","103,415","1,328,883","3,450,858",103404.78,"56,310","56,295","114,842",487,56268.68,"103,820","103,845","319,843","946,005",103830.37,"110,730","110,550","390,242","21,337",110619.15,"52,445","52,485","13,331",124,52459.42,"31,185","31,130","5,170,693","8,836,853",31183.95,"4,960","4,970","895,097","43,336,455",4972.9
2022-07-07,1.750,1.750,3.272,3.316,2.050,"1,307.40","103,425","103,420","1,329,464","687,415",103395.43,"56,285","56,380","115,015","4,663",56309.99,"103,780","103,610","319,119","89,044",103741.87,"110,745","111,295","392,871","31,380",110920.54,"52,330","52,120","13,134",7,52320.81,"30,590","30,960","5,103,756","6,746,537",30999.54,"5,065","5,000","907,000","51,645,757",5003.13
2022-07-06,1.750,1.750,3.242,3.302,2.050,"1,298.00","103,410","103,395","1,328,522","1,997,838",103411.39,"56,310","56,415","114,297","15,719",56338.37,"103,785","103,525","318,857",23,103668.11,"111,165","111,325","392,977","46,844",111015.1,"52,405","52,045","13,115","1,841",52254.55,"30,810","30,350","5,003,198","9,116,536",30396.43,"5,035","5,105","921,453","46,522,573",5097.82
2022-07-05,1.750,1.750,3.285,3.365,2.050,"1,297.90","103,400","103,400","1,329,517","2,845,039",103400.02,"56,045","56,255","113,973","3,099",56243.88,"104,305","103,890","319,981",27,103830.9,"109,305","110,430","388,714","24,132",110458.67,"53,050","52,575","13,249","1,067",52540.34,"30,855","31,055","5,091,467","7,245,145",31072.94,"5,015","4,990","918,160","40,671,806",4990.44
2022-07-04,1.750,1.750,3.420,3.475,2.050,"1,294.20","103,395","103,395","1,328,626","3,318,172",103388.78,"56,125","55,990","113,436","2,283",56035.1,"104,225","104,325","291,275",150,104277.48,"109,550","109,390","385,053","18,247",109495.2,"53,005","53,105","13,382",29,53020.14,"30,570","30,570","5,051,693","8,932,236",30570.51,"5,070","5,070","926,796","34,161,548",5071.78
2022-07-01,1.750,1.750,3.440,3.495,2.050,"1,299.80","103,385","103,390","1,328,562","3,011,475",103383.94,"55,875","55,970","113,731","11,921",56000.92,"104,590","104,270","251,395","288,019",104374.61,"108,105","109,485","384,292","28,145",109267.43,"53,420","52,995","13,355",8,53155.37,"31,050","30,560","5,189,088","6,240,988",30571.9,"5,000","5,070","903,474","36,399,559",5073.61
2022-06-30,1.750,1.750,3.553,3.621,2.040,"1,292.90","103,410","103,405","1,328,547","3,124,528",103371.78,"55,755","55,745","111,601","1,894",55762.21,"104,725","104,775","242,973","381,007",104757.28,"107,930","108,030","379,185","13,436",108177.99,"53,670","53,780","13,553",254,53692.08,"31,280","30,875","5,227,138","7,940,411",30890.1,"4,965","5,025","855,255","36,077,871",5032.48
2022-06-29,1.750,1.750,3.557,3.660,2.040,"1,284.90","103,415","103,420","1,343,219","801,812",103393.17,"55,740","55,710","111,531","3,782",55740.36,"104,855","104,735","222,876","95,029",104805.56,"107,970","107,930","376,676","6,975",107853.96,"53,865","53,770","13,550",13,53829.11,"31,555","31,395","5,296,337","6,177,527",31457.14,"4,910","4,940","832,390","34,154,672",4940.44
2022-06-28,1.750,1.750,3.557,3.685,2.020,"1,285.60","103,420","103,415","1,343,154","1,980,679",103405.28,"55,665","55,750","111,612",549,55714.58,"105,040","104,875","223,174","191,029",104840.69,"108,000","108,000","376,920","59,939",107640.55,"54,185","53,805","13,559",18,53924.13,"31,725","31,930","5,298,784","6,746,503",31972.52,"4,890","4,855","823,894","41,174,970",4854.56
2022-06-27,1.750,1.750,3.560,3.712,2.000,"1,299.40","103,425","103,425","1,408,442","2,847,647",103410.04,"55,725","55,720","111,551","1,228",55703.43,"104,875","104,840","193,115",107,104876.22,"107,785","107,495","375,158","11,849",107405.43,"53,885","54,030","13,616",6,54062.63,"31,520","31,685","5,137,723","8,572,714",31681.63,"4,920","4,890","839,124","39,915,300",4890.91
2022-06-24,1.750,1.750,3.510,3.625,2.000,"1,300.70","103,415","103,420","1,440,434","4,824,820",103422.13,"55,700","55,800","112,716","1,190",55782.46,"104,775","104,695","172,747","194,043",104723.32,"107,905","108,115","377,321","8,636",108131.76,"54,205","53,735","13,541",157,53748.66,"30,800","31,285","4,939,902","10,451,953",31268.47,"5,030","4,955","821,539","44,398,500",4952.88
2022-06-23,1.750,1.750,3.610,3.725,2.000,"1,295.70","103,415","103,405","1,451,599","5,039,635",103405.34,"55,810","55,685","112,484","15,530",55608.46,"104,610","104,860","143,134","192,033",105000.12,"108,005","107,610","364,798","38,337",107248.9,"53,670","53,860","8,618",19,54104.1,"30,870","30,640","4,724,688","13,143,298",30606.73,"5,020","5,060","883,982","60,422,470",5061.83
2022-06-22,1.750,1.750,3.520,3.675,2.000,"1,290.60","103,390","103,400","1,452,046","2,633,692",103408.18,"55,535","55,655","113,536","1,512",55735.74,"105,130","104,850","123,199","285,036",104764.79,"106,970","107,455","363,198","41,150",107712.04,"54,295","53,995","8,639","92,022",53868.22,"31,805","30,890","4,662,846","10,200,813",30869.98,"4,885","5,025","868,823","41,146,626",5025.77
2022-06-21,1.750,1.750,3.660,3.772,1.990,"1,291.70","103,380","103,390","1,472,170","1,831,457",103394.02,"55,450","55,485","113,189","6,076",55518.53,"105,290","105,195","143,802","190,042",105177.77,"107,200","106,735","357,562","39,698",106861.56,"54,520","54,240","4,665",17,54266.53,"31,680","31,690","4,667,937","7,526,326",31700.26,"4,905","4,900","844,760","41,201,832",4895.71
2022-06-20,1.750,1.750,3.668,3.785,1.990,"1,287.50","103,370","103,380","1,472,028","5,460,803",103383.7,"55,480","55,465","113,149","1,649",55508.85,"105,535","105,370","144,041",11,105152.41,"106,430","106,740","353,309","36,322",106721.42,"54,480","54,355","4,675","74,305",54299.11,"32,240","31,510","4,622,517","9,595,269",31507.45,"4,820","4,930","851,411","46,523,697",4940.2
2022-06-17,1.750,1.750,3.750,3.795,1.990,"1,284.10","103,365","103,365","1,503,857","2,933,716",103367.95,"55,465","55,480","113,068",434,55405.15,"105,280","105,395","144,075","192,575",105394.59,"106,775","106,595","350,698","45,930",106553.25,"54,390","54,415","4,680",38,54381.8,"31,680","32,025","4,584,379","7,291,657",32072.47,"4,910","4,855","847,198","48,576,568",4862
2022-06-16,1.750,1.750,3.725,3.772,1.990,"1,291.30","103,405","103,345","1,503,566","3,593,612",103352.29,"55,710","55,515","112,584","3,886",55445.22,"104,840","105,310","143,959",47,105374.02,"107,695","107,040","351,091","30,705",106703.21,"53,925","54,295","4,669",871,54337.45,"32,695","32,265","4,563,884","9,186,440",32288.64,"4,760","4,820","853,140","42,514,368",4822.91
2022-06-15,1.000,1.750,3.655,3.769,1.970,"1,289.70","103,430","103,400","1,504,367","4,831,892",103374.07,"55,700","55,560","112,676","18,612",55547.59,"105,020","105,240","143,863",134,105214.94,"107,800","106,660","349,845","32,000",106827.27,"54,165","54,315","4,671",840,54410.97,"32,805","32,285","4,563,485","10,540,450",32285.36,"4,745","4,820","831,932","40,275,675",4826.71
2022-06-14,1.000,1.750,3.555,3.685,1.970,"1,286.00","103,460","103,445","1,505,021","3,496,120",103429.43,"54,005","55,750","113,061","6,830",55715.75,"105,380","104,900","143,398",282,104912.33,"107,000","107,800","362,208","26,010",107578.03,"54,425","53,995","4,644",463,53938.08,"32,410","32,870","4,562,356","12,194,953",32886.56,"4,775","4,725","831,128","41,348,697",4746.47
2022-06-13,1.000,1.750,3.530,3.678,1.960,"1,266.00","103,475","103,460","1,483,616","595,847",103440.19,"55,870","55,895","114,473","2,430",55750.49,"104,575","104,610","143,002",224,104818.69,"108,565","107,980","362,813","22,509",107636.94,"53,675","53,740","4,622",462,53884.3,"33,510","33,000","4,618,350","9,434,444",33050.57,"4,650","4,710","835,083","36,053,867",4714.74
2022-06-10,1.000,1.750,3.275,3.490,1.960,"1,257.60","103,470","103,475","1,483,521","2,894,667",103471.69,"56,160","56,180","115,057","2,918",56157.37,"104,020","104,015","141,876",13,104025.51,"108,980","109,150","354,738","12,826",109185.04,"53,145","53,100","4,567",326,53130.68,"34,295","34,210","4,787,690","4,388,043",34253.01,"4,545","4,555","802,136","23,469,828",4557.05
2022-06-09,1.000,1.750,3.172,3.475,1.960,"1,255.40","103,460","103,470","1,443,717","1,263,563",103459.37,"56,155","56,170","115,036","6,101",56205.51,"104,135","103,950","141,788","3,003",103914.37,"109,105","109,230","351,721","36,643",109383.22,"53,170","53,065","4,564",9,52999.91,"34,550","34,565","4,837,372","4,675,166",34726.55,"4,505","4,495","790,671","19,349,290",4506.02
2022-06-08,1.000,1.750,3.197,3.470,1.960,"1,257.10","103,450","103,455","1,443,094","2,197,039",103452.02,"56,130","56,125","114,944","4,380",56160.27,"104,035","104,055","141,931",12,104026.65,"109,295","109,525","348,290","10,004",109402.9,"53,120","52,995","4,558",466,52997.6,"34,620","34,670","5,094,757","3,703,196",34688.02,"4,490","4,490","792,036","16,861,667",4487.48
2022-06-07,1.000,1.750,3.235,3.542,1.960,"1,241.10","103,455","103,455","1,442,370","17,176",103441.98,"56,300","56,125","114,944","1,830",56077.88,"103,930","104,140","142,047",116,104180.75,"110,700","108,875","345,134","47,865",108749.2,"53,025","53,315","4,585","2,021",53363.31,"35,080","34,595","5,220,386","3,766,658",34633.39,"4,440","4,500","805,050","21,538,191",4498.83
2022-06-03,1.000,1.750,3.125,3.407,1.960,"1,251.20","103,445","103,455","1,442,266","1,837,815",103449.43,"56,295","56,300","115,302","2,876",56263.26,"103,855","103,725","151,853",69,103813.05,"110,005","110,075","345,636","14,549",109956.84,"52,815","52,635","5,264",58,52762.58,"35,355","35,250","5,430,263","6,270,309",35266.74,"4,405","4,420","778,362","14,872,251",4415.23
2022-06-02,1.000,1.750,3.123,3.420,1.960,"1,238.40","103,440","103,440","1,450,643","22,389",103428.36,"56,365","56,280","115,261","6,145",56254.91,"103,630","103,815","151,985",173,103809.22,"110,245","109,900","343,987","25,208",109817.33,"52,590","52,855","5,286",32,52816.49,"35,240","35,055","5,260,003","5,957,733",35116.75,"4,420","4,445","780,542","19,000,946",4445.41
2022-05-31,1.000,1.750,3.031,3.330,1.960,"1,245.80","103,445","103,450","1,430,093","6,698",103426.59,"56,545","56,440","115,589","1,339",56406.26,"103,260","103,465","111,328","100,004",103501.91,"111,530","110,750","347,755","25,461",110649.14,"51,995","52,415","5,242",44,52418.88,"35,240","35,440","5,191,960","5,485,464",35519.05,"4,410","4,395","758,138","28,463,402",4394.22
2022-05-30,1.000,1.750,2.952,3.220,1.960,"1,256.90","103,440","103,445","1,429,817","30,257",103424.35,"56,290","56,575","117,563","1,027",56540.01,"103,280","103,185","121,655",148,103242.35,"110,950","111,825","351,131","10,109",111641.59,"52,015","51,890","4,463",16,51961.23,"35,225","35,300","5,136,150","5,384,386",35315.86,"4,420","4,410","761,166","21,054,841",4409.27
2022-05-27,1.000,1.750,2.950,3.217,1.960,"1,266.40","103,410","103,430","1,429,609","2,925,443",103414.71,"56,590","56,585","117,584","5,369",56545.85,"103,155","103,175","121,643","97,004",103228.81,"111,700","111,785","351,005","8,617",111665.49,"51,835","51,865","4,460",9,51936.48,"34,835","34,845","5,110,019","5,885,635",34871.26,"4,465","4,470","810,411","22,242,701",4461.08
2022-05-26,1.000,1.750,2.955,3.232,1.960,"1,263.30","103,425","103,455","1,462,854","2,628,367",103398.46,"56,530","56,540","119,186",988,56527.53,"103,240","103,280","91,713","200,007",103247.82,"112,200","111,475","350,032","13,623",111497.51,"51,820","52,060","4,477",7,52032.79,"34,595","34,480","5,080,628","6,777,076",34493.19,"4,505","4,520","823,092","30,707,084",4515
2022-05-25,1.000,1.500,2.945,3.181,1.750,"1,264.30","103,425","103,440","1,462,642","9,835",103431.09,"56,560","56,530","119,165","34,591",56545.2,"103,115","103,145","71,583","291,008",103200.11,"112,075","112,110","352,025","7,157",111962.55,"51,745","51,735","4,449",24,51797.02,"34,660","34,595","4,910,760","6,735,545",34627.71,"4,490","4,505","798,286","33,444,611",4497.38
2022-05-24,1.000,1.500,2.960,3.202,1.750,"1,267.70","103,430","103,420","1,462,359","17,069",103427.21,"56,390","56,500","119,102","42,169",56518.48,"103,510","103,315","61,679","194,004",103246.17,"111,170","111,695","350,722","8,707",111761.96,"52,190","51,960","4,469",16,51896.99,"34,950","34,450","4,802,330","5,416,640",34475.35,"4,460","4,520","809,984","23,085,105",4522.75
2022-05-23,1.000,1.500,3.025,3.262,1.750,"1,269.50","103,425","103,435","1,462,571","2,065,667",103420.55,"56,420","55,890","117,816","16,591",56400.91,"103,375","103,470","61,772","97,015",103468.65,"112,665","111,170","349,074","28,958",111193.8,"51,940","52,175","4,487",11,52142.69,"35,135","35,100","5,031,585","5,876,025",35100.09,"4,430","4,440","769,008","20,920,712",4440.25
2022-05-20,1.000,1.500,3.005,3.240,1.720,"1,274.60","103,420","103,425","1,462,430","3,413,747",103421.4,"56,340","56,380","118,849","5,865",56421.3,"103,540","103,490","61,784",10,103437.39,"110,805","111,385","349,749","8,418",111388.09,"52,245","52,110","4,481",7,52035.49,"34,515","34,985","4,992,360","4,661,990",34995.43,"4,515","4,450","764,510","51,737,673",4453.79
2022-05-19,1.000,1.500,3.047,3.307,1.720,"1,269.30","103,420","103,435","1,462,364","655,482",103408.6,"56,355","56,320","118,723",319,56331.17,"103,565","103,560","61,825",146,103606.14,"111,105","110,775","347,834","6,886",110738.35,"52,235","52,305","4,498",6,52335.89,"34,125","34,370","4,835,859","6,054,919",34391.69,"4,575","4,540","770,892","45,601,945",4553.92
2022-05-18,1.000,1.500,3.050,3.315,1.720,"1,277.20","103,415","103,410","1,492,517","555,090",103405.63,"56,305","56,285","118,649","17,586",56318.24,"103,680","103,640","91,929",40,103621.84,"110,550","110,580","347,221","20,292",110654.48,"52,385","52,355","4,503",11,52360.67,"34,990","34,870","4,880,057","6,376,438",34900.93,"4,455","4,470","765,264","23,430,871",4472.84
2022-05-17,1.000,1.500,3.025,3.280,1.720,"1,281.60","103,410","103,410","1,492,517","699,761",103406.16,"56,410","56,340","118,765","11,344",56355.93,"103,565","103,535","91,836",53,103530.99,"111,230","111,010","354,122","8,078",110973.87,"52,215","52,235","4,492",105,52204.99,"34,525","34,805","4,815,272","3,999,458",34819.59,"4,515","4,480","793,408","24,681,484",4483.21
2022-05-16,1.000,1.500,3.035,3.267,1.720,"1,286.00","103,435","103,435","1,492,877","9,696",103407.8,"56,255","56,365","118,930",765,56338.43,"103,685","103,620","91,911","290,038",103588.09,"110,840","111,010","363,003","7,371",111070.34,"52,400","52,285","4,497",6,52216.7,"34,850","34,470","4,789,607","7,376,786",34461.49,"4,475","4,525","809,070","31,463,843",4528.94
2022-05-13,1.000,1.500,2.922,3.230,1.720,"1,286.40","103,430","103,445","1,493,022","485,145",103427.46,"56,490","56,485","119,183","3,922",56500.11,"103,235","103,155","91,498",178,103294.57,"111,790","111,575","364,850","19,590",111410.02,"51,930","51,915","4,465","2,335",52065.66,"34,010","34,605","4,723,583","5,262,557",34616.84,"4,585","4,505","815,405","45,294,116",4508.95
2022-05-12,1.000,1.500,2.905,3.175,1.720,"1,277.00","103,425","103,435","1,492,153","2,698,129",103420.69,"56,410","56,480","119,512","10,663",56517.29,"103,435","103,345","91,667",7,103208.64,"111,175","111,930","366,011","47,584",111872.25,"52,120","51,790","4,454",517,51814.53,"34,020","33,805","4,573,817","7,111,368",33861.77,"4,595","4,615","845,007","42,646,038",4617.05
2022-05-11,1.000,1.500,2.917,3.260,1.720,"1,275.50","103,405","103,420","1,491,213","2,568,085",103415.19,"56,170","56,400","117,086",664,56458.96,"103,615","103,375","91,694",22,103313.05,"109,780","110,940","362,774","120,730",111105.8,"52,470","52,265","4,495",7,52175.34,"34,195","34,370","4,645,106","6,549,110",34409.83,"4,570","4,545","844,916","27,974,508",4547.18
2022-05-10,1.000,1.500,3.055,3.410,1.720,"1,274.60","103,400","103,405","1,490,997","2,665,267",103401.54,"56,250","56,230","116,733","55,398",56222.92,"103,590","103,760","92,035",121,103733.97,"109,990","109,775","347,987","16,485",109761.28,"52,550","52,810","4,542",43,52810.87,"34,295","34,375","4,656,094","7,914,490",34434.42,"4,555","4,540","854,428","36,600,241",4546.17
2022-05-09,1.000,1.500,3.072,3.420,1.720,"1,272.70","103,385","103,385","1,490,295","1,403,571",103395.67,"56,700","56,245","116,765","1,779",56189.29,"104,205","103,810","92,079",51,103800.65,"109,585","109,720","347,812","29,280",109667.11,"53,210","52,845","4,545",17,52841.81,"34,745","34,555","4,659,742","7,164,200",34607.82,"4,500","4,515","845,208","27,034,217",4517.16
2022-05-06,1.000,1.500,3.145,3.420,1.720,"1,261.80","103,375","103,380","1,488,672","1,574,447",103378.02,"56,000","56,075","116,412","1,997",56087.19,"104,160","104,080","72,336",36,104025.58,"110,060","109,520","332,941","12,978",109634.09,"53,100","53,020","4,560",14,52863.26,"35,010","34,885","4,843,782","6,080,928",34966.22,"4,465","4,475","841,748","28,204,807",4478.43
